"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"971";"Attiswil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"972";"Berken";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"973";"Bettenhausen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"975";"Farnern";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"976";"Graben";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"977";"Heimenhausen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"979";"Herzogenbuchsee";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"980";"Inkwil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"981";"Niederbipp";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"982";"Niederönz";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"983";"Oberbipp";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"985";"Ochlenberg";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"987";"Rumisberg";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"988";"Seeberg";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"989";"Thörigen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"990";"Walliswil bei Niederbipp";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"991";"Walliswil bei Wangen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"992";"Wangen an der Aare";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"993";"Wangenried";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"995";"Wiedlisbach";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1001";"Doppleschwand";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1002";"Entlebuch";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1004";"Flühli";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1005";"Hasle (LU)";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1007";"Romoos";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1008";"Schüpfheim";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1009";"Werthenstein";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1010";"Escholzmatt-Marbach";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1021";"Aesch (LU)";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1023";"Ballwil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1024";"Emmen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1025";"Ermensee";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1026";"Eschenbach (LU)";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1030";"Hitzkirch";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1031";"Hochdorf";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1032";"Hohenrain";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1033";"Inwil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1037";"Rain";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1039";"Römerswil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1040";"Rothenburg";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1041";"Schongau";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1051";"Adligenswil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1052";"Buchrain";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1053";"Dierikon";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1054";"Ebikon";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1055";"Gisikon";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1056";"Greppen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1057";"Honau";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1058";"Horw";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1059";"Kriens";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1061";"Luzern";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1062";"Malters";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1063";"Meggen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1064";"Meierskappel";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1065";"Root";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1066";"Schwarzenberg";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1067";"Udligenswil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1068";"Vitznau";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1069";"Weggis";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1081";"Beromünster";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1082";"Büron";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1083";"Buttisholz";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1084";"Eich";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1085";"Geuensee";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1086";"Grosswangen";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1088";"Hildisrieden";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1089";"Knutwil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1091";"Mauensee";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1093";"Neuenkirch";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1094";"Nottwil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1095";"Oberkirch";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1097";"Rickenbach (LU)";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1098";"Ruswil";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1099";"Schenkon";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1100";"Schlierbach";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1102";"Sempach";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
"1103";"Sursee";"Sprachgebiete";1;"Sprachgebiete";"A";"Normaler Wert";"Deutsches Sprachgebiet";"2020-01-01";"BFS – Raumgliederungen der Schweiz, Strukturerhebung (SE)";"2022-12-20";"polg";"Politische Gemeinden";"2022-05-01";"26599";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/26599_de.html"
